,Fixed telephone subscriptions,Urban population,Rural population,"Population ages 65 and above, male","Population ages 65 and above, total","Population ages 65 and above, female","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population ages 0-14, male","Population ages 0-14, total","Population ages 0-14, female","Agriculture, forestry, and fishing, value added (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Services, value added (current US$)",Mobile cellular subscriptions,Fixed broadband subscriptions,"Air transport, registered carrier departures worldwide",Country
1985,143700.0,3457139.0,2960659.0,93149.0,200710.0,107562.0,3604557.0,1783157.0,1821401.0,1322084.0,2612530.0,1290447.0,660862300.0,876748900.0,618454000.0,2998040300.0,0.0,,6800.0,Dominican Republic
1986,148200.0,3548512.0,3005813.0,94826.0,205814.0,110988.0,3707432.0,1834654.0,1872777.0,1336993.0,2641079.0,1304086.0,1063251100.0,1394696700.0,776090700.0,3053231400.0,0.0,,6200.0,Dominican Republic
1987,193400.0,3641643.0,3051077.0,96996.0,212004.0,115007.0,3810645.0,1886392.0,1924252.0,1352053.0,2670072.0,1318019.0,691583500.0,1160937500.0,745422340.0,3507074300.0,0.0,,5300.0,Dominican Republic
1988,227000.0,3737218.0,3096989.0,99659.0,219268.0,119609.0,3914573.0,1938513.0,1976061.0,1367693.0,2700366.0,1332672.0,846298600.0,1315950700.0,650961150.0,2771456500.0,0.0,,6100.0,Dominican Republic
1989,284000.0,3835877.0,3144156.0,102808.0,227568.0,124759.0,4018700.0,1990719.0,2027981.0,1384845.0,2733765.0,1348920.0,924607170.0,2052883300.0,1181414400.0,3144759000.0,0.0,,6000.0,Dominican Republic
1990,341201.0,3937064.0,3191940.0,106399.0,236800.0,130401.0,4122545.0,2042776.0,2079769.0,1403208.0,2769659.0,1366450.0,949487040.0,2138837900.0,1270371100.0,3371722000.0,3166.0,,9500.0,Dominican Republic
1991,410542.0,4039295.0,3239107.0,110359.0,246806.0,136446.0,4226168.0,2094745.0,2131423.0,1421488.0,2805429.0,1383940.0,1228625300.0,3303252000.0,2575529700.0,4594285000.0,5605.0,,4500.0,Dominican Republic
1992,479480.0,4142005.0,3285335.0,114643.0,257463.0,142820.0,4329655.0,2146705.0,2182950.0,1439274.0,2840222.0,1400948.0,1394135700.0,3754582800.0,2842403600.0,5494600000.0,7190.0,,4300.0,Dominican Republic
1993,529981.0,4245405.0,3330669.0,119260.0,268752.0,149492.0,4433217.0,2198771.0,2234446.0,1456603.0,2874105.0,1417502.0,1410332000.0,4213479400.0,3072628500.0,6376871000.0,10364.0,,3900.0,Dominican Republic
1994,555449.0,4383487.0,3340447.0,126522.0,284567.0,158045.0,4535851.0,2255455.0,2280396.0,1471852.0,2903517.0,1431664.0,1463663500.0,4749639700.0,3366640000.0,7266493400.0,20990.0,,3000.0,Dominican Republic
1995,582611.0,4532820.0,3336933.0,136273.0,304503.0,168230.0,4637845.0,2316554.0,2321291.0,1484528.0,2927405.0,1442877.0,1632921000.0,5353442300.0,3612351700.0,8284854000.0,55979.0,,2800.0,Dominican Republic
1996,618551.0,4682476.0,3329838.0,146153.0,324455.0,178301.0,4739522.0,2377074.0,2362447.0,1495792.0,2948338.0,1452545.0,1677032200.0,6118969000.0,4141746200.0,9094280000.0,82547.0,,1300.0,Dominican Republic
1997,704389.0,4831039.0,3319037.0,156246.0,344577.0,188331.0,4840275.0,2436851.0,2403424.0,1505089.0,2965225.0,1460135.0,1830458200.0,6427997000.0,4351627000.0,10156029000.0,141592.0,,1400.0,Dominican Republic
1998,772180.0,4978137.0,3303989.0,166515.0,364800.0,198284.0,4941346.0,2496432.0,2444914.0,1511376.0,2975981.0,1464604.0,1948725900.0,7133696500.0,4691611000.0,10711117000.0,209384.0,,1400.0,Dominican Republic
1999,826746.0,5125303.0,3286071.0,176932.0,385075.0,208144.0,5042773.0,2555820.0,2486953.0,1516135.0,2983525.0,1467390.0,1731312000.0,7340165600.0,4797700000.0,11212873000.0,424434.0,,400.0,Dominican Republic
2000,894164.0,5274195.0,3266596.0,187490.0,405371.0,217881.0,5143126.0,2614356.0,2528770.0,1521594.0,2992294.0,1470700.0,1632941200.0,7697724000.0,5098090500.0,12672095000.0,705431.0,,,Dominican Republic
2001,955145.0,5423785.0,3245255.0,198374.0,426050.0,227677.0,5242444.0,2672213.0,2570231.0,1526836.0,3000546.0,1473709.0,1791488300.0,7612115000.0,5034407400.0,13814668000.0,1270082.0,,,Dominican Republic
2002,908957.0,5573543.0,3221558.0,207444.0,443545.0,236102.0,5342651.0,2725461.0,2617191.0,1532016.0,3008905.0,1476889.0,1846739800.0,8436538400.0,5527152000.0,14593206000.0,1700609.0,,,Dominican Republic
2003,908809.0,5762670.0,3157182.0,214525.0,457616.0,243091.0,5445565.0,2775089.0,2670476.0,1536878.0,3016671.0,1479792.0,1432695900.0,6823823000.0,4656304000.0,11806469000.0,2091914.0,15000.0,,Dominican Republic
2004,902258.0,5968735.0,3074392.0,221450.0,471349.0,249899.0,5552239.0,2826646.0,2725593.0,1539358.0,3019538.0,1480180.0,1567137800.0,7101411300.0,4816414700.0,12308921000.0,2534063.0,37257.0,,Dominican Republic
2005,896252.0,6174304.0,2990464.0,227959.0,484335.0,256376.0,5662531.0,2880092.0,2782439.0,1539455.0,3017901.0,1478447.0,2580255200.0,10829641000.0,6576518000.0,19952425000.0,3623289.0,60674.0,,Dominican Republic
2006,897026.0,6379152.0,2905016.0,234047.0,496731.0,262684.0,5775183.0,2934813.0,2840370.0,1537316.0,3012254.0,1474938.0,2598073900.0,11784375000.0,6645548500.0,21061143000.0,4605659.0,102880.0,,Dominican Republic
2007,906485.0,6583425.0,2818781.0,239649.0,508490.0,268842.0,5889440.0,2990351.0,2899089.0,1533782.0,3004276.0,1470493.0,2862840800.0,13430094000.0,7135266000.0,24151601000.0,5512859.0,173752.0,,Dominican Republic
2008,985711.0,6789862.0,2733086.0,244837.0,519790.0,274953.0,6005061.0,3046544.0,2958517.0,1530947.0,2998097.0,1467149.0,3048959000.0,14240515000.0,7797630000.0,27547066000.0,7210483.0,239118.0,,Dominican Republic
2009,965423.0,6998896.0,2649165.0,249838.0,531040.0,281202.0,6121338.0,3103033.0,3018305.0,1529795.0,2995684.0,1465889.0,2961949700.0,13410305000.0,7419121000.0,28548956000.0,8629815.0,315593.0,,Dominican Republic
2010,1012912.0,7209913.0,2565842.0,255107.0,543140.0,288033.0,6236035.0,3158713.0,3077321.0,1530139.0,2996580.0,1466442.0,3262557400.0,15039588000.0,8223973400.0,31935273000.0,8892783.0,390505.0,1552.0,Dominican Republic
2011,1099790.0,7410669.0,2493068.0,261117.0,556891.0,295775.0,6347535.0,3212753.0,3134783.0,1531305.0,2999310.0,1468006.0,3271056000.0,16477863000.0,8746463000.0,34608240000.0,8770780.0,423919.0,2286.0,Dominican Republic
2012,1128947.0,7603609.0,2427273.0,268282.0,572913.0,304632.0,6454568.0,3264505.0,3190063.0,1533082.0,3003401.0,1470318.0,3277467000.0,17245850000.0,9098011000.0,36354040000.0,8934196.0,483625.0,2303.0,Dominican Republic
2013,1171049.0,7795435.0,2361616.0,276821.0,591589.0,314768.0,6555628.0,3313203.0,3242425.0,1536037.0,3009834.0,1473798.0,3325204700.0,18333864000.0,9146371000.0,36941250000.0,9200410.0,526705.0,1908.0,Dominican Republic
2014,1226109.0,7986119.0,2295996.0,286137.0,611657.0,325520.0,6653911.0,3360433.0,3293479.0,1539183.0,3016546.0,1477363.0,3488959500.0,19998829000.0,9772344000.0,39447757000.0,8303536.0,599996.0,1584.0,Dominican Republic
2015,1304968.0,8175446.0,2230386.0,295985.0,632714.0,336729.0,6752134.0,3407647.0,3344487.0,1541241.0,3020984.0,1479743.0,3903174400.0,20279390000.0,10462971000.0,42031014000.0,8797247.0,686107.0,1421.0,Dominican Republic
2016,1345091.0,8362698.0,2164894.0,306573.0,655410.0,348836.0,6847861.0,3453741.0,3394119.0,1542827.0,3024322.0,1481494.0,4169265700.0,20877914000.0,10915711000.0,45308137000.0,8708131.0,761255.0,1170.0,Dominican Republic
2017,1329851.0,8547288.0,2099956.0,317829.0,679816.0,361988.0,6939526.0,3498014.0,3441512.0,1544583.0,3027902.0,1483319.0,4274025200.0,22454450000.0,11276407000.0,47539597000.0,8769127.0,820578.0,,Dominican Republic
2018,1278188.0,8728047.0,2037484.0,329853.0,706337.0,376485.0,7027160.0,3540588.0,3486572.0,1546554.0,3032034.0,1485480.0,4404205000.0,24649603000.0,12093709000.0,50158604000.0,8937647.0,860626.0,,Dominican Republic
2019,1211081.0,8904426.0,1977456.0,342906.0,735639.0,392733.0,7110539.0,3581286.0,3529253.0,1548218.0,3035703.0,1487485.0,4649218600.0,25861761000.0,12237258000.0,51848170000.0,8948107.0,929883.0,7062.0,Dominican Republic
2020,1155493.0,9079123.0,1920541.0,355664.0,766125.0,410461.0,7195061.0,3622420.0,3572641.0,1549399.0,3038478.0,1489078.0,4763385000.0,23876125000.0,11389165000.0,45102520000.0,8989587.0,1031858.0,2497.4,Dominican Republic
2021,1154670.0,9251516.0,1866357.0,368196.0,796942.0,428747.0,7279123.0,3663204.0,3615920.0,1550825.0,3041808.0,1490984.0,5339628500.0,30781911000.0,14287204000.0,51484893000.0,9735351.0,1084919.0,,Dominican Republic
1960,,1564540.0,3053618.0,94295.0,212533.0,118238.0,2369968.0,1181227.0,1188741.0,1029191.0,2035657.0,1006466.0,696475650.0,455712000.0,407938000.0,847909000.0,0.0,,,Ecuador
1961,,1637654.0,3113853.0,95402.0,215012.0,119610.0,2430880.0,1212103.0,1218777.0,1064657.0,2105615.0,1040958.0,596930000.0,380028400.0,338551300.0,721406140.0,,,,Ecuador
1962,,1714583.0,3175842.0,96458.0,217374.0,120916.0,2495344.0,1244739.0,1250606.0,1101241.0,2177707.0,1076467.0,535212480.0,329349200.0,295609570.0,608530300.0,,,,Ecuador
1963,,1792525.0,3241809.0,97498.0,219706.0,122207.0,2566350.0,1280618.0,1285732.0,1137122.0,2248278.0,1111156.0,623848260.0,404264030.0,363303740.0,727784900.0,,,,Ecuador
1964,,1872305.0,3310978.0,98572.0,222133.0,123561.0,2644531.0,1320107.0,1324425.0,1171912.0,2316619.0,1144708.0,714443400.0,533269800.0,482560100.0,900449800.0,,,,Ecuador
1965,48000.0,1955605.0,3381746.0,99697.0,224709.0,125012.0,2727153.0,1361870.0,1365284.0,1206965.0,2385489.0,1178523.0,747458300.0,568680600.0,487026460.0,980677100.0,0.0,,,Ecuador
1966,48000.0,2042335.0,3453426.0,100880.0,227463.0,126584.0,2812637.0,1405104.0,1407534.0,1242686.0,2455660.0,1212974.0,681026400.0,615152900.0,532442240.0,1031032260.0,,,,Ecuador
1967,48000.0,2132442.0,3526004.0,102138.0,230442.0,128304.0,2901032.0,1449834.0,1451198.0,1278995.0,2526972.0,1247976.0,725362700.0,628999500.0,552678900.0,1075570600.0,,,,Ecuador
1968,48000.0,2226277.0,3599386.0,103461.0,233605.0,130144.0,2992572.0,1496178.0,1496394.0,1315918.0,2599487.0,1283568.0,756111400.0,646656960.0,547646500.0,1050828740.0,,,,Ecuador
1969,48000.0,2323492.0,3673545.0,104818.0,236855.0,132037.0,3087376.0,1544182.0,1543194.0,1353235.0,2672806.0,1319571.0,817011650.0,798596800.0,676144100.0,1361411600.0,,,,Ecuador
1970,90000.0,2424323.0,3747892.0,106251.0,240251.0,133999.0,3185720.0,1593974.0,1591746.0,1390580.0,2746245.0,1355665.0,745089150.0,786082800.0,663845250.0,1192303500.0,0.0,,28200.0,Ecuador
1971,90000.0,2528501.0,3822443.0,107775.0,243811.0,136036.0,3288050.0,1645780.0,1642270.0,1427582.0,2819084.0,1391502.0,695682500.0,780994370.0,636045900.0,1141875300.0,,,21100.0,Ecuador
1972,90000.0,2636450.0,3897180.0,109382.0,247508.0,138125.0,3394648.0,1699734.0,1694914.0,1464319.0,2891475.0,1427156.0,823120600.0,861835140.0,693006200.0,1339130000.0,,,19900.0,Ecuador
1973,90000.0,2748124.0,3972319.0,111186.0,251571.0,140386.0,3505329.0,1755732.0,1749598.0,1500852.0,2963542.0,1462690.0,987552400.0,948904900.0,725985000.0,1733990100.0,,,20700.0,Ecuador
1974,90000.0,2865144.0,4045979.0,113358.0,256377.0,143020.0,3619903.0,1813681.0,1806222.0,1536951.0,3034843.0,1497892.0,1590015200.0,1746336100.0,1245048800.0,3018098700.0,,,19600.0,Ecuador
1975,165000.0,3010224.0,4095562.0,115962.0,262067.0,146104.0,3738669.0,1873701.0,1864968.0,1572497.0,3105051.0,1532553.0,1728430600.0,1980839600.0,1456813300.0,3756024600.0,0.0,,20800.0,Ecuador
1976,176000.0,3161030.0,4143319.0,119050.0,268750.0,149699.0,3862089.0,1935992.0,1926097.0,1607204.0,3173510.0,1566306.0,1829088800.0,2453095000.0,1756438900.0,4486022700.0,0.0,,21500.0,Ecuador
1977,185000.0,3317270.0,4189395.0,122657.0,276503.0,153846.0,3990174.0,2000546.0,1989629.0,1640949.0,3239988.0,1599039.0,2062265600.0,3078069500.0,2285178400.0,5432851500.0,0.0,,23000.0,Ecuador
1978,200000.0,3479284.0,4233434.0,126624.0,285004.0,158379.0,4122611.0,2067184.0,2055427.0,1674052.0,3305104.0,1631052.0,2169910300.0,3229316000.0,2347160000.0,5981337000.0,0.0,,24700.0,Ecuador
1979,217000.0,3647039.0,4275451.0,130665.0,293683.0,163018.0,4259675.0,2136035.0,2123639.0,1706668.0,3369132.0,1662465.0,2271225900.0,4067919000.0,2909640700.0,7248046600.0,0.0,,25600.0,Ecuador
1980,227000.0,3820674.0,4315171.0,134621.0,302203.0,167581.0,4401424.0,2207123.0,2194301.0,1738869.0,3432218.0,1693349.0,2880872000.0,4792909300.0,3279384000.0,9539197000.0,0.0,,27900.0,Ecuador
1981,241700.0,3999894.0,4352708.0,138442.0,310468.0,172027.0,4547078.0,2280079.0,2266999.0,1770986.0,3495056.0,1724070.0,3438781400.0,6157634600.0,4033560600.0,11562641000.0,0.0,,27400.0,Ecuador
1982,259710.0,4184975.0,4387632.0,142061.0,318391.0,176330.0,4696623.0,2354918.0,2341705.0,1802987.0,3557593.0,1754606.0,3174041600.0,5898514400.0,3930658300.0,10327753000.0,0.0,,27300.0,Ecuador
1983,264898.0,4367855.0,4428018.0,145597.0,326238.0,180642.0,4850169.0,2431703.0,2418466.0,1834707.0,3619466.0,1784760.0,2898914600.0,4755902000.0,3307014100.0,9014273000.0,0.0,,26500.0,Ecuador
1984,264086.0,4551010.0,4471969.0,149357.0,334687.0,185331.0,5007372.0,2510277.0,2497096.0,1866283.0,3680919.0,1814637.0,3147984100.0,4993729000.0,3744687000.0,8179908000.0,0.0,,26600.0,Ecuador
1985,268538.0,4739595.0,4514716.0,153620.0,344356.0,190737.0,5167568.0,2590300.0,2577268.0,1897953.0,3742387.0,1844434.0,3237569000.0,5058162700.0,3706979000.0,8190810000.0,0.0,,26300.0,Ecuador
1986,286413.0,4934186.0,4555910.0,158558.0,355607.0,197049.0,5330185.0,2671463.0,2658723.0,1929923.0,3804304.0,1874381.0,3187101700.0,4159920000.0,3142974700.0,7237717500.0,0.0,,27000.0,Ecuador
1987,335444.0,5134094.0,4595282.0,164288.0,368660.0,204372.0,5495004.0,2753651.0,2741353.0,1961655.0,3865712.0,1904058.0,2977011000.0,3792630000.0,2959307500.0,6543351000.0,0.0,,27600.0,Ecuador
1988,383589.0,5338423.0,4631365.0,170818.0,383512.0,212695.0,5660510.0,2836108.0,2824401.0,1992719.0,3925766.0,1933047.0,2872825000.0,3799873500.0,2805893000.0,5797498000.0,0.0,,27300.0,Ecuador
1989,454158.0,5545968.0,4664217.0,178072.0,399984.0,221912.0,5825624.0,2918296.0,2907329.0,2023205.0,3984577.0,1961372.0,3111641600.0,4021985000.0,2969678600.0,6166358000.0,0.0,,27800.0,Ecuador
1990,490508.0,5756815.0,4693022.0,185903.0,417724.0,231821.0,5990274.0,3000202.0,2990073.0,2052955.0,4041839.0,1988884.0,3127253000.0,4591566000.0,3403073300.0,6875676700.0,0.0,,27900.0,Ecuador
1991,491394.0,5953219.0,4733060.0,194096.0,436240.0,242143.0,6152846.0,3081026.0,3071819.0,2081778.0,4097193.0,2015415.0,3544331300.0,5171345000.0,4015900000.0,7591902700.0,0.0,,27900.0,Ecuador
1992,531349.0,6136630.0,4777592.0,202433.0,455066.0,252633.0,6309184.0,3158704.0,3150479.0,2109325.0,4149973.0,2040648.0,3423812900.0,5901417500.0,4670557000.0,8070402000.0,0.0,,20300.0,Ecuador
1993,598287.0,6316767.0,4816062.0,210772.0,473891.0,263120.0,6459122.0,3233204.0,3225918.0,2135354.0,4199816.0,2064462.0,4432258000.0,5413193700.0,4240948500.0,8387399700.0,0.0,,45000.0,Ecuador
1994,658115.0,6496985.0,4850667.0,219087.0,492612.0,273525.0,6607668.0,3307009.0,3300659.0,2160207.0,4247373.0,2087165.0,5029050400.0,6415214600.0,5187218400.0,10453730000.0,18920.0,,43400.0,Ecuador
1995,697929.0,6678722.0,4882961.0,227398.0,511255.0,283856.0,6757766.0,3381557.0,3376209.0,2183928.0,4292662.0,2108734.0,5353775000.0,6631212500.0,5415444000.0,11680658000.0,54380.0,,21800.0,Ecuador
1996,800763.0,6862246.0,4912975.0,235786.0,529991.0,294204.0,6909869.0,3457100.0,3452769.0,2206354.0,4335361.0,2129006.0,5234491400.0,6757944000.0,5530716000.0,12477271000.0,59779.0,,22500.0,Ecuador
1997,900384.0,7047051.0,4940787.0,244351.0,549038.0,304686.0,7063567.0,3533442.0,3530124.0,2227377.0,4375233.0,2147856.0,5663043600.0,7286468000.0,5750796300.0,14133565000.0,126505.0,,26200.0,Ecuador
1998,990842.0,7233320.0,4966373.0,253140.0,568488.0,315349.0,7218933.0,3610649.0,3608284.0,2246944.0,4412271.0,2165328.0,4890101000.0,7223894000.0,5575677000.0,14574507000.0,242812.0,,26900.0,Ecuador
1999,1129528.0,7421907.0,4990139.0,262208.0,588432.0,326224.0,7377336.0,3689434.0,3687902.0,2264888.0,4446278.0,2181390.0,3451940000.0,5653974000.0,4178144000.0,9728055000.0,383185.0,,20200.0,Ecuador
2000,1224431.0,7613657.0,5012850.0,271668.0,609076.0,337407.0,7540817.0,3770839.0,3769978.0,2280879.0,4476614.0,2195736.0,2823308500.0,6161353700.0,4101641700.0,8296605000.0,482213.0,,18419.0,Ecuador
2001,1335772.0,7809948.0,5035573.0,281619.0,630599.0,348980.0,7711620.0,3855974.0,3855647.0,2294966.0,4503301.0,2208336.0,3097021000.0,7107950000.0,4633641000.0,12327228000.0,859152.0,2623.0,16523.0,Ecuador
2002,1411055.0,7988495.0,5082114.0,292113.0,653092.0,360980.0,7890265.0,3945060.0,3945205.0,2307641.0,4527252.0,2219611.0,3206310000.0,8224370000.0,5016198000.0,14809162000.0,1560861.0,6499.0,15407.0,Ecuador
2003,1530700.0,8155754.0,5145430.0,303223.0,676760.0,373538.0,8075285.0,4037360.0,4037926.0,2319236.0,4549138.0,2229903.0,3516792000.0,9080973000.0,5260762000.0,17573489000.0,2398161.0,6916.0,24801.0,Ecuador
2004,1590755.0,8325670.0,5208923.0,315055.0,701903.0,386848.0,8263862.0,4131492.0,4132369.0,2329657.0,4568829.0,2239171.0,3546435000.0,10872006000.0,5524927000.0,19779723000.0,3544174.0,11620.0,28422.0,Ecuador
2005,1679568.0,8497612.0,5272400.0,327583.0,728551.0,400967.0,8454847.0,4226869.0,4227978.0,2339049.0,4586614.0,2247565.0,3935357000.0,13093236000.0,5864209000.0,22176550000.0,6246332.0,26786.0,29844.0,Ecuador
2006,1775232.0,8672589.0,5336472.0,340692.0,756539.0,415847.0,8649148.0,4323886.0,4325262.0,2347872.0,4603374.0,2255502.0,4403200000.0,15859672000.0,6386841000.0,24234275000.0,8485050.0,46000.0,31016.0,Ecuador
2007,1823120.0,8850960.0,5400875.0,354352.0,785869.0,431517.0,8845796.0,4422021.0,4423775.0,2356697.0,4620170.0,2263473.0,4772112000.0,17576327000.0,7003937000.0,26162465000.0,9939977.0,100000.0,44842.0,Ecuador
2008,1906478.0,9031505.0,5465292.0,368574.0,816583.0,448008.0,9042969.0,4520345.0,4522623.0,2365673.0,4637245.0,2271572.0,5537442000.0,23419961000.0,8464608000.0,30593497000.0,11684479.0,155998.0,49162.0,Ecuador
2009,2013223.0,9213492.0,5529274.0,383315.0,848556.0,465240.0,9240065.0,4618632.0,4621434.0,2374556.0,4654145.0,2279589.0,6198165000.0,20267390000.0,8677243000.0,32547720000.0,13241758.0,241233.0,46485.0,Ecuador
2010,2085659.0,9396971.0,5592614.0,398484.0,881524.0,483040.0,9437031.0,4716961.0,4720070.0,2383406.0,4671030.0,2287623.0,6769906000.0,24152535000.0,9321734000.0,35577020000.0,14780730.0,221320.0,60835.0,Ecuador
2011,2210608.0,9577064.0,5660664.0,413999.0,915204.0,501205.0,9634039.0,4815544.0,4818494.0,2392513.0,4688486.0,2295973.0,7611445000.0,29835487000.0,10338482000.0,39089283000.0,15332715.0,658923.0,49193.0,Ecuador
2012,2308672.0,9752988.0,5730895.0,430246.0,950307.0,520061.0,9830381.0,4914152.0,4916228.0,2400159.0,4703195.0,2303036.0,7598802000.0,33196153000.0,11390409000.0,43061215000.0,16456740.0,843704.0,54250.92,Ecuador
2013,2394771.0,9925137.0,5797852.0,448377.0,989240.0,540863.0,10024345.0,5012004.0,5012341.0,2403414.0,4709404.0,2305989.0,8342246000.0,35336987000.0,12407628000.0,46854630000.0,16626199.0,1058453.0,58687.0,Ecuador
2014,2441690.0,10095187.0,5862807.0,468765.0,1032731.0,563967.0,10218347.0,5110229.0,5108118.0,2402222.0,4706916.0,2304694.0,9284062000.0,37413750000.0,14002443000.0,50196930000.0,16605737.0,1319627.0,61248.0,Ecuador
2015,2512657.0,10267878.0,5928024.0,490486.0,1078878.0,588392.0,10417708.0,5211343.0,5206365.0,2398397.0,4699315.0,2300918.0,9387758000.0,31645956000.0,14321156000.0,51008790000.0,12943791.0,1487592.0,61649.0,Ecuador
2016,2451623.0,10444726.0,5994859.0,512936.0,1126563.0,613628.0,10624438.0,5316250.0,5308188.0,2392941.0,4688584.0,2295644.0,9513086000.0,32003058000.0,14541423000.0,51522142000.0,13882280.0,1609586.0,55430.0,Ecuador
2017,2415204.0,10630944.0,6066000.0,536254.0,1176202.0,639948.0,10842807.0,5426941.0,5415867.0,2387505.0,4677934.0,2290430.0,9730031000.0,33920756000.0,14983046000.0,53431947000.0,14651404.0,1778607.0,50837.0,Ecuador
2018,2360581.0,10859572.0,6156100.0,561237.0,1229354.0,668117.0,11112458.0,5563064.0,5549394.0,2385350.0,4673860.0,2288510.0,9626014000.0,35003503000.0,15000385000.0,55326437000.0,15772838.0,1953607.0,53033.0,Ecuador
2019,2195840.0,11097565.0,6246175.0,587312.0,1285147.0,697836.0,11388419.0,5702047.0,5686373.0,2383409.0,4670174.0,2286765.0,9514079000.0,35353830000.0,15858208000.0,56003670000.0,15853100.0,2092458.0,50575.0,Ecuador
2020,2063044.0,11285898.0,6302697.0,603849.0,1326911.0,723063.0,11602470.0,5808434.0,5794037.0,2377866.0,4659213.0,2281348.0,9772958000.0,30507934000.0,16392070000.0,52896748000.0,15485366.0,2371297.0,12056.18,Ecuador
2021,1846666.0,11454802.0,6342935.0,614357.0,1360116.0,745759.0,11792831.0,5901887.0,5890945.0,2370591.0,4644790.0,2274199.0,9994760000.0,33095660000.0,17829884000.0,56703020000.0,16789600.0,2480572.0,,Ecuador
1960,220503.0,10236343.0,16798156.0,435739.0,1001182.0,565442.0,14643042.0,7309130.0,7333912.0,5891698.0,11390275.0,5498577.0,,,,,0.0,,,"Egypt, Arab Rep."
1961,220503.0,10619664.0,17128204.0,452189.0,1042147.0,589959.0,15005302.0,7491852.0,7513451.0,6052191.0,11700418.0,5648227.0,,,,,,,,"Egypt, Arab Rep."
1962,220503.0,11002055.0,17482968.0,469025.0,1082971.0,613947.0,15419983.0,7702478.0,7717505.0,6197723.0,11982067.0,5784345.0,,,,,,,,"Egypt, Arab Rep."
1963,220503.0,11399188.0,17846748.0,486199.0,1124286.0,638087.0,15867380.0,7931380.0,7936000.0,6337099.0,12254270.0,5917171.0,,,,,,,,"Egypt, Arab Rep."
1964,220503.0,11809781.0,18216868.0,503445.0,1166414.0,662969.0,16312546.0,8161215.0,8151331.0,6485547.0,12547688.0,6062142.0,,,,,,,,"Egypt, Arab Rep."
1965,,12230618.0,18587852.0,520682.0,1209374.0,688693.0,16739825.0,8380565.0,8359260.0,6650148.0,12869270.0,6219122.0,1271515900.0,1191131500.0,,1900174700.0,0.0,,,"Egypt, Arab Rep."
1966,220503.0,12658530.0,18954602.0,537389.0,1252236.0,714848.0,17160356.0,8592565.0,8567792.0,6822308.0,13200539.0,6378231.0,1313403900.0,1266350100.0,,2056550800.0,,,,"Egypt, Arab Rep."
1967,220503.0,13092675.0,19315740.0,552934.0,1294104.0,741170.0,17590036.0,8806654.0,8783383.0,6990848.0,13524273.0,6533424.0,1354046800.0,1334586500.0,,2218487300.0,,,,"Egypt, Arab Rep."
1968,220503.0,13533543.0,19671086.0,567624.0,1335022.0,767399.0,18033946.0,9026712.0,9007235.0,7153575.0,13835660.0,6682085.0,1505607400.0,1348364500.0,,2257943800.0,,,,"Egypt, Arab Rep."
1969,220503.0,13978117.0,20017838.0,581647.0,1375028.0,793380.0,18482920.0,9247290.0,9235630.0,7312187.0,14138007.0,6825819.0,1666586000.0,1573607800.0,,2423971000.0,,,,"Egypt, Arab Rep."
1970,290500.0,14426524.0,20355462.0,595058.0,1414372.0,819315.0,18931898.0,9465459.0,9466440.0,7468690.0,14435716.0,6967026.0,1938960000.0,1722682800.0,,3382316000.0,0.0,,14500.0,"Egypt, Arab Rep."
1971,290500.0,14875906.0,20680064.0,608220.0,1453772.0,845552.0,19369646.0,9674963.0,9694683.0,7624870.0,14732550.0,7107680.0,1974241300.0,1904616200.0,,3713593300.0,,,12800.0,"Egypt, Arab Rep."
1972,290500.0,15331584.0,20999184.0,621521.0,1493831.0,872310.0,19801354.0,9879597.0,9921757.0,7784208.0,15035583.0,7251376.0,2208635000.0,2014994800.0,,4074974200.0,,,15700.0,"Egypt, Arab Rep."
1973,290500.0,15799716.0,21321060.0,634798.0,1534421.0,899623.0,20242056.0,10088067.0,10153987.0,7946364.0,15344301.0,7397936.0,2683678700.0,2069732200.0,,4155381500.0,,,14800.0,"Egypt, Arab Rep."
1974,290500.0,16281992.0,21648382.0,648229.0,1575616.0,927387.0,20692056.0,10301165.0,10390891.0,8113274.0,15662701.0,7549427.0,2658633000.0,2148140500.0,1549968900.0,3918761700.0,,,17000.0,"Egypt, Arab Rep."
1975,345000.0,16786338.0,21989246.0,662233.0,1618049.0,955816.0,21155378.0,10522153.0,10633224.0,8290740.0,16002158.0,7711417.0,3218106000.0,2955502000.0,1945637900.0,4920868000.0,0.0,,15100.0,"Egypt, Arab Rep."
1976,353000.0,17309188.0,22339860.0,676689.0,1661605.0,984916.0,21626164.0,10745771.0,10880392.0,8478125.0,16361282.0,7883158.0,3464151000.0,3165839000.0,1972194700.0,5612711000.0,0.0,,16900.0,"Egypt, Arab Rep."
1977,362000.0,17776940.0,22800416.0,691716.0,1705761.0,1014046.0,22130982.0,10989812.0,11141171.0,8675678.0,16740613.0,8064934.0,3574109700.0,3557270500.0,1964567700.0,5848623000.0,0.0,,18600.0,"Egypt, Arab Rep."
1978,374000.0,18221376.0,23355260.0,707755.0,1750856.0,1043101.0,22679618.0,11261124.0,11418493.0,8885930.0,17146164.0,8260233.0,3465130500.0,3875985400.0,1999696900.0,6323226000.0,0.0,,18700.0,"Egypt, Arab Rep."
